post_id,user_id,timestamp,likes,shares,comments,label,text
564,144,2023-01-24 11:00:00,,7.0,6.0,Legitimate,Clean water access has improved in rural Kenya.
565,12,2023-01-24 12:00:00,33.0,0.0,4.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
566,224,2023-01-24 13:00:00,32.0,8.0,4.0,Legitimate,Experts debate the safety of boiling water.
567,272,2023-01-24 14:00:00,36.0,1.0,2.0,Legitimate,More East African homes now use filtration.
568,156,2023-01-24 15:00:00,26.0,0.0,4.0,Legitimate,Studies show water quality impacts health.
569,8,2023-01-24 16:00:00,28.0,8.0,-1.0,Legitimate,
570,122,2023-01-24 17:00:00,23.0,11.0,3.0,Misinformation,Natural spring water prevents COVID-19.
571,164,2023-01-24 18:00:00,26.0,1.0,3.0,Legitimate,Clean water access has improved in rural Kenya.
572,90,2023-01-24 19:00:00,24.0,3.0,3.0,Legitimate,Water kiosks now serve clean water in Nairobi.
573,136,2023-01-24 20:00:00,25.0,10.0,7.0,Legitimate,
574,186,2023-01-24 21:00:00,36.0,6.0,2.0,Legitimate,
575,178,2023-01-24 22:00:00,27.0,4.0,5.0,Legitimate,Local programs claim sanitation success.
576,28,2023-01-24 23:00:00,34.0,4.0,4.0,Legitimate,Mobile apps now report safe borehole locations.
577,220,2023-01-25 00:00:00,35.0,7.0,4.0,Legitimate,More East African homes now use filtration.
578,41,2023-01-25 01:00:00,23.0,0.0,4.0,Legitimate,More East African homes now use filtration.
579,228,2023-01-25 02:00:00,34.0,4.0,1.0,Legitimate,Clean water access has improved in rural Kenya.
580,192,2023-01-25 03:00:00,25.0,6.0,,Legitimate,Clean water access has improved in rural Kenya.
581,145,2023-01-25 04:00:00,22.0,,2.0,Misinformation,Boiled water increases blood acidity.
582,201,2023-01-25 05:00:00,23.0,2.0,2.0,Legitimate,Proper handwashing reduces cholera outbreaks.
583,212,2023-01-25 06:00:00,36.0,3.0,5.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
584,220,2023-01-25 07:00:00,9.0,10.0,3.0,Misinformation,Face masks cause water contamination when washed.
585,240,2023-01-25 08:00:00,28.0,11.0,3.0,Misinformation,Boiling water damages your organs.
586,46,2023-01-25 09:00:00,28.0,2.0,2.0,Legitimate,Mobile apps now report safe borehole locations.
587,35,2023-01-25 10:00:00,18.0,13.0,7.0,Misinformation,Government hides real dangers of hand sanitizers.
588,253,2023-01-25 11:00:00,27.0,6.0,5.0,Legitimate,Sanitation drives are working in rural areas.
589,82,2023-01-25 12:00:00,28.0,3.0,1.0,Legitimate,
590,256,2023-01-25 13:00:00,40.0,4.0,3.0,Legitimate,Local programs claim sanitation success.
591,197,2023-01-25 14:00:00,29.0,7.0,5.0,Legitimate,Public toilets improve hygiene in Kampala.
592,10,2023-01-25 15:00:00,31.0,6.0,3.0,Legitimate,Experts debate the safety of boiling water.
593,286,2023-01-25 16:00:00,,4.0,4.0,Legitimate,Mobile apps now report safe borehole locations.
594,242,2023-01-25 17:00:00,22.0,0.0,3.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
595,251,2023-01-25 18:00:00,30.0,1.0,0.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
596,5,2023-01-25 19:00:00,31.0,2.0,4.0,Legitimate,Experts debate the safety of boiling water.
597,119,2023-01-25 20:00:00,34.0,7.0,4.0,Legitimate,NGOs distribute water purification tablets.
598,289,2023-01-25 21:00:00,29.0,5.0,0.0,Legitimate,More East African homes now use filtration.
599,65,2023-01-25 22:00:00,29.0,4.0,2.0,Legitimate,Sanitation drives are working in rural areas.
600,146,2023-01-25 23:00:00,19.0,14.0,0.0,Misinformation,Boiling water damages your organs.
601,224,2023-01-26 00:00:00,34.0,7.0,,Legitimate,Public toilets improve hygiene in Kampala.
602,239,2023-01-26 01:00:00,30.0,5.0,3.0,Legitimate,Safe sanitation is key to public health.
603,177,2023-01-26 02:00:00,19.0,,3.0,Misinformation,Western NGOs poison wells to reduce population.
604,267,2023-01-26 03:00:00,28.0,11.0,1.0,Legitimate,Studies show water quality impacts health.
605,282,2023-01-26 04:00:00,20.0,11.0,2.0,Misinformation,Filtered water removes essential nutrients.
606,63,2023-01-26 05:00:00,27.0,1.0,7.0,Legitimate,
607,217,2023-01-26 06:00:00,36.0,6.0,4.0,Legitimate,NGOs distribute water purification tablets.
608,283,2023-01-26 07:00:00,29.0,9.0,,Legitimate,Public toilets improve hygiene in Kampala.
609,177,2023-01-26 08:00:00,35.0,,1.0,Legitimate,
610,98,2023-01-26 09:00:00,27.0,6.0,6.0,Legitimate,Solar disinfection of water proves effective.
611,105,2023-01-26 10:00:00,16.0,,0.0,Misinformation,
612,99,2023-01-26 11:00:00,17.0,12.0,4.0,Misinformation,Studies show water quality impacts health.
613,6,2023-01-26 12:00:00,,6.0,7.0,Legitimate,
614,197,2023-01-26 13:00:00,26.0,9.0,3.0,Misinformation,Natural spring water prevents COVID-19.
615,133,2023-01-26 14:00:00,28.0,8.0,3.0,Legitimate,Mobile apps now report safe borehole locations.
616,259,2023-01-26 15:00:00,28.0,2.0,-2.0,Legitimate,NGOs distribute water purification tablets.
617,23,2023-01-26 16:00:00,24.0,8.0,0.0,Legitimate,Local programs claim sanitation success.
618,53,2023-01-26 17:00:00,28.0,13.0,2.0,Misinformation,Tap water linked to reduced IQ.
619,165,2023-01-26 18:00:00,28.0,5.0,6.0,Legitimate,Experts debate the safety of boiling water.
620,202,2023-01-26 19:00:00,24.0,9.0,8.0,Legitimate,Safe sanitation is key to public health.
621,83,2023-01-26 20:00:00,16.0,9.0,3.0,Misinformation,Western NGOs poison wells to reduce population.
622,145,2023-01-26 21:00:00,,5.0,0.0,Legitimate,Water kiosks now serve clean water in Nairobi.
623,85,2023-01-26 22:00:00,,3.0,0.0,Legitimate,Proper handwashing reduces cholera outbreaks.
624,78,2023-01-26 23:00:00,,2.0,-1.0,Legitimate,Clean water access has improved in rural Kenya.
625,1,2023-01-27 00:00:00,34.0,6.0,0.0,Legitimate,Clean water access has improved in rural Kenya.
626,51,2023-01-27 01:00:00,,,0.0,Legitimate,Sanitation drives are working in rural areas.
627,173,2023-01-27 02:00:00,15.0,10.0,2.0,Misinformation,Vaccines in water are used to track people.
628,205,2023-01-27 03:00:00,24.0,1.0,4.0,Legitimate,
629,260,2023-01-27 04:00:00,34.0,4.0,6.0,Legitimate,Experts debate the safety of boiling water.
630,288,2023-01-27 05:00:00,27.0,5.0,-2.0,Legitimate,
631,34,2023-01-27 06:00:00,24.0,7.0,3.0,Legitimate,Proper handwashing reduces cholera outbreaks.
632,95,2023-01-27 07:00:00,28.0,0.0,1.0,Legitimate,Safe sanitation is key to public health.
633,72,2023-01-27 08:00:00,21.0,12.0,4.0,Misinformation,Boiling water damages your organs.
634,39,2023-01-27 09:00:00,28.0,3.0,2.0,Legitimate,
635,154,2023-01-27 10:00:00,26.0,7.0,-1.0,Legitimate,New WHO guidelines promote water boiling.
636,250,2023-01-27 11:00:00,27.0,6.0,4.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
637,162,2023-01-27 12:00:00,36.0,4.0,-1.0,Legitimate,Public toilets improve hygiene in Kampala.
638,118,2023-01-27 13:00:00,18.0,12.0,5.0,Misinformation,
639,259,2023-01-27 14:00:00,11.0,14.0,6.0,Misinformation,Experts debate the safety of boiling water.
640,268,2023-01-27 15:00:00,26.0,7.0,5.0,Legitimate,Water kiosks now serve clean water in Nairobi.
641,54,2023-01-27 16:00:00,18.0,16.0,7.0,Misinformation,Drinking bottled water causes kidney failure.
642,236,2023-01-27 17:00:00,36.0,8.0,0.0,Legitimate,Solar disinfection of water proves effective.
643,222,2023-01-27 18:00:00,,,-1.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
644,251,2023-01-27 19:00:00,26.0,4.0,5.0,Legitimate,Solar disinfection of water proves effective.
645,112,2023-01-27 20:00:00,,8.0,8.0,Legitimate,
646,255,2023-01-27 21:00:00,21.0,10.0,0.0,Misinformation,Face masks cause water contamination when washed.
647,207,2023-01-27 22:00:00,25.0,4.0,2.0,Legitimate,Public toilets improve hygiene in Kampala.
648,229,2023-01-27 23:00:00,30.0,0.0,,Legitimate,
649,66,2023-01-28 00:00:00,18.0,12.0,0.0,Misinformation,Chlorinated water is a government mind control tactic.
650,75,2023-01-28 01:00:00,,4.0,7.0,Legitimate,Solar disinfection of water proves effective.
651,103,2023-01-28 02:00:00,,16.0,8.0,Misinformation,Natural spring water prevents COVID-19.
652,192,2023-01-28 03:00:00,34.0,1.0,2.0,Legitimate,Mobile apps now report safe borehole locations.
653,252,2023-01-28 04:00:00,34.0,5.0,1.0,Legitimate,New WHO guidelines promote water boiling.
654,226,2023-01-28 05:00:00,13.0,9.0,3.0,Misinformation,
655,294,2023-01-28 06:00:00,33.0,5.0,-1.0,Legitimate,More East African homes now use filtration.
656,98,2023-01-28 07:00:00,,13.0,0.0,Misinformation,Government hides real dangers of hand sanitizers.
657,286,2023-01-28 08:00:00,28.0,1.0,2.0,Legitimate,East African communities adopt water filtration.
658,249,2023-01-28 09:00:00,,15.0,2.0,Misinformation,Tap water linked to reduced IQ.
659,166,2023-01-28 10:00:00,37.0,3.0,5.0,Legitimate,New WHO guidelines promote water boiling.
660,30,2023-01-28 11:00:00,33.0,4.0,-1.0,Legitimate,Local programs claim sanitation success.
661,247,2023-01-28 12:00:00,28.0,12.0,9.0,Misinformation,Soap brands contain microchips for surveillance.
662,106,2023-01-28 13:00:00,22.0,6.0,5.0,Legitimate,Water kiosks now serve clean water in Nairobi.
663,51,2023-01-28 14:00:00,13.0,13.0,3.0,Misinformation,Drinking bottled water causes kidney failure.
664,81,2023-01-28 15:00:00,17.0,10.0,1.0,Misinformation,Drinking bottled water causes kidney failure.
665,133,2023-01-28 16:00:00,13.0,11.0,5.0,Misinformation,Local programs claim sanitation success.
666,285,2023-01-28 17:00:00,19.0,10.0,0.0,Misinformation,Vaccines in water are used to track people.
667,138,2023-01-28 18:00:00,24.0,6.0,3.0,Legitimate,Experts debate the safety of boiling water.
668,184,2023-01-28 19:00:00,29.0,9.0,-1.0,Legitimate,Local programs claim sanitation success.
669,273,2023-01-28 20:00:00,24.0,6.0,-1.0,Legitimate,Water kiosks now serve clean water in Nairobi.
670,69,2023-01-28 21:00:00,30.0,7.0,7.0,Legitimate,
671,34,2023-01-28 22:00:00,25.0,5.0,5.0,Legitimate,NGOs distribute water purification tablets.
672,262,2023-01-28 23:00:00,29.0,5.0,8.0,Legitimate,
673,53,2023-01-29 00:00:00,29.0,4.0,4.0,Legitimate,Local programs claim sanitation success.
674,205,2023-01-29 01:00:00,24.0,1.0,1.0,Legitimate,More East African homes now use filtration.
675,126,2023-01-29 02:00:00,28.0,6.0,1.0,Legitimate,Experts debate the safety of boiling water.
676,235,2023-01-29 03:00:00,23.0,9.0,1.0,Misinformation,Using soap daily can cause skin cancer.
677,43,2023-01-29 04:00:00,32.0,4.0,4.0,Legitimate,Sanitation drives are working in rural areas.
678,240,2023-01-29 05:00:00,18.0,2.0,3.0,Legitimate,Experts debate the safety of boiling water.
679,111,2023-01-29 06:00:00,19.0,12.0,,Misinformation,Drinking bottled water causes kidney failure.
680,249,2023-01-29 07:00:00,32.0,7.0,3.0,Legitimate,Local programs claim sanitation success.
681,151,2023-01-29 08:00:00,13.0,7.0,4.0,Misinformation,"Sanitizer causes infertility, experts say."
682,183,2023-01-29 09:00:00,23.0,6.0,-1.0,Legitimate,
683,95,2023-01-29 10:00:00,29.0,3.0,-1.0,Legitimate,Water kiosks now serve clean water in Nairobi.
684,8,2023-01-29 11:00:00,31.0,0.0,3.0,Legitimate,New WHO guidelines promote water boiling.
685,184,2023-01-29 12:00:00,14.0,10.0,5.0,Misinformation,Vaccines in water are used to track people.
686,281,2023-01-29 13:00:00,32.0,0.0,6.0,Legitimate,Mobile apps now report safe borehole locations.
687,195,2023-01-29 14:00:00,29.0,11.0,0.0,Misinformation,Experts debate the safety of boiling water.
688,195,2023-01-29 15:00:00,21.0,6.0,4.0,Legitimate,Mobile apps now report safe borehole locations.
689,155,2023-01-29 16:00:00,,2.0,6.0,Legitimate,
690,93,2023-01-29 17:00:00,26.0,7.0,2.0,Legitimate,
691,160,2023-01-29 18:00:00,39.0,4.0,,Legitimate,NGOs distribute water purification tablets.
692,61,2023-01-29 19:00:00,31.0,3.0,3.0,Legitimate,East African communities adopt water filtration.
693,122,2023-01-29 20:00:00,16.0,12.0,2.0,Misinformation,Tap water linked to reduced IQ.
694,51,2023-01-29 21:00:00,34.0,2.0,4.0,Legitimate,NGOs distribute water purification tablets.
695,277,2023-01-29 22:00:00,32.0,4.0,6.0,Legitimate,Solar disinfection of water proves effective.
696,5,2023-01-29 23:00:00,35.0,2.0,6.0,Legitimate,Local programs claim sanitation success.
697,92,2023-01-30 00:00:00,32.0,13.0,7.0,Misinformation,Natural spring water prevents COVID-19.
698,170,2023-01-30 01:00:00,20.0,11.0,2.0,Misinformation,Drinking bottled water causes kidney failure.
699,22,2023-01-30 02:00:00,20.0,9.0,4.0,Misinformation,Rainwater is safer than treated tap water.
700,1,2023-01-30 03:00:00,10.0,13.0,1.0,Misinformation,
701,133,2023-01-30 04:00:00,34.0,12.0,2.0,Misinformation,Rainwater is safer than treated tap water.
702,233,2023-01-30 05:00:00,19.0,10.0,3.0,Misinformation,Government hides real dangers of hand sanitizers.
703,12,2023-01-30 06:00:00,12.0,12.0,6.0,Misinformation,Using soap daily can cause skin cancer.
704,46,2023-01-30 07:00:00,29.0,,4.0,Legitimate,Sanitation drives are working in rural areas.
705,34,2023-01-30 08:00:00,35.0,5.0,3.0,Legitimate,East African communities adopt water filtration.
706,78,2023-01-30 09:00:00,24.0,6.0,3.0,Legitimate,NGOs distribute water purification tablets.
707,218,2023-01-30 10:00:00,28.0,2.0,7.0,Legitimate,Clean water access has improved in rural Kenya.
708,73,2023-01-30 11:00:00,30.0,,3.0,Legitimate,More East African homes now use filtration.
709,282,2023-01-30 12:00:00,28.0,4.0,,Legitimate,
710,249,2023-01-30 13:00:00,,14.0,3.0,Misinformation,Tap water linked to reduced IQ.
711,47,2023-01-30 14:00:00,30.0,0.0,3.0,Legitimate,East African communities adopt water filtration.
712,121,2023-01-30 15:00:00,26.0,14.0,3.0,Misinformation,"Sanitizer causes infertility, experts say."
713,214,2023-01-30 16:00:00,21.0,13.0,0.0,Misinformation,Experts debate the safety of boiling water.
714,239,2023-01-30 17:00:00,,15.0,4.0,Misinformation,Chlorinated water is a government mind control tactic.
715,56,2023-01-30 18:00:00,14.0,16.0,5.0,Misinformation,Vaccines in water are used to track people.
716,107,2023-01-30 19:00:00,10.0,13.0,1.0,Misinformation,Face masks cause water contamination when washed.
717,48,2023-01-30 20:00:00,23.0,2.0,-1.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
718,61,2023-01-30 21:00:00,23.0,4.0,3.0,Legitimate,Sanitation drives are working in rural areas.
719,26,2023-01-30 22:00:00,24.0,6.0,0.0,Legitimate,Proper handwashing reduces cholera outbreaks.
720,292,2023-01-30 23:00:00,18.0,8.0,4.0,Misinformation,Face masks cause water contamination when washed.
721,257,2023-01-31 00:00:00,24.0,10.0,3.0,Misinformation,Vaccines in water are used to track people.
722,8,2023-01-31 01:00:00,29.0,17.0,2.0,Misinformation,Rainwater is safer than treated tap water.
723,113,2023-01-31 02:00:00,29.0,7.0,4.0,Legitimate,New WHO guidelines promote water boiling.
724,253,2023-01-31 03:00:00,20.0,4.0,3.0,Legitimate,East African communities adopt water filtration.
725,180,2023-01-31 04:00:00,23.0,6.0,1.0,Legitimate,Experts debate the safety of boiling water.
726,207,2023-01-31 05:00:00,,9.0,2.0,Legitimate,Public toilets improve hygiene in Kampala.
727,127,2023-01-31 06:00:00,30.0,7.0,3.0,Legitimate,Clean water access has improved in rural Kenya.
728,56,2023-01-31 07:00:00,35.0,4.0,5.0,Legitimate,More East African homes now use filtration.
729,214,2023-01-31 08:00:00,21.0,9.0,5.0,Misinformation,Vaccines in water are used to track people.
730,14,2023-01-31 09:00:00,29.0,7.0,2.0,Legitimate,
731,28,2023-01-31 10:00:00,20.0,6.0,1.0,Legitimate,Water kiosks now serve clean water in Nairobi.
732,78,2023-01-31 11:00:00,14.0,11.0,4.0,Misinformation,Tap water linked to reduced IQ.
733,216,2023-01-31 12:00:00,32.0,4.0,2.0,Legitimate,Local programs claim sanitation success.
734,154,2023-01-31 13:00:00,40.0,3.0,4.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
735,14,2023-01-31 14:00:00,45.0,4.0,5.0,Legitimate,Public toilets improve hygiene in Kampala.
736,187,2023-01-31 15:00:00,23.0,,0.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
737,7,2023-01-31 16:00:00,22.0,6.0,0.0,Legitimate,
738,3,2023-01-31 17:00:00,,5.0,5.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
739,111,2023-01-31 18:00:00,31.0,6.0,,Legitimate,Local programs claim sanitation success.
740,238,2023-01-31 19:00:00,34.0,4.0,3.0,Legitimate,Studies show water quality impacts health.
741,239,2023-01-31 20:00:00,32.0,7.0,6.0,Legitimate,Clean water access has improved in rural Kenya.
742,274,2023-01-31 21:00:00,12.0,8.0,1.0,Misinformation,Drinking bottled water causes kidney failure.
743,294,2023-01-31 22:00:00,35.0,4.0,3.0,Legitimate,East African communities adopt water filtration.
744,227,2023-01-31 23:00:00,21.0,14.0,1.0,Misinformation,
745,15,2023-02-01 00:00:00,28.0,4.0,2.0,Legitimate,Sanitation drives are working in rural areas.
746,192,2023-02-01 01:00:00,25.0,5.0,9.0,Legitimate,East African communities adopt water filtration.
747,119,2023-02-01 02:00:00,22.0,12.0,6.0,Misinformation,Soap brands contain microchips for surveillance.
748,28,2023-02-01 03:00:00,31.0,-1.0,1.0,Legitimate,Studies show water quality impacts health.
749,202,2023-02-01 04:00:00,31.0,4.0,4.0,Legitimate,Studies show water quality impacts health.
750,39,2023-02-01 05:00:00,24.0,8.0,3.0,Legitimate,East African communities adopt water filtration.
751,273,2023-02-01 06:00:00,29.0,4.0,6.0,Legitimate,More East African homes now use filtration.
752,231,2023-02-01 07:00:00,16.0,10.0,1.0,Misinformation,Vaccines in water are used to track people.
753,86,2023-02-01 08:00:00,8.0,13.0,3.0,Misinformation,Boiling water damages your organs.
754,126,2023-02-01 09:00:00,32.0,5.0,3.0,Legitimate,
755,25,2023-02-01 10:00:00,36.0,8.0,2.0,Legitimate,Water kiosks now serve clean water in Nairobi.
756,145,2023-02-01 11:00:00,36.0,1.0,2.0,Legitimate,
757,13,2023-02-01 12:00:00,17.0,9.0,6.0,Misinformation,Soap brands contain microchips for surveillance.
758,212,2023-02-01 13:00:00,22.0,11.0,6.0,Misinformation,Studies show water quality impacts health.
759,25,2023-02-01 14:00:00,11.0,8.0,6.0,Misinformation,Chlorinated water is a government mind control tactic.
760,68,2023-02-01 15:00:00,32.0,7.0,5.0,Legitimate,NGOs distribute water purification tablets.
761,67,2023-02-01 16:00:00,18.0,13.0,1.0,Misinformation,Government hides real dangers of hand sanitizers.
762,233,2023-02-01 17:00:00,28.0,6.0,6.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
763,109,2023-02-01 18:00:00,27.0,6.0,4.0,Legitimate,Local programs claim sanitation success.
764,146,2023-02-01 19:00:00,16.0,11.0,7.0,Misinformation,Government hides real dangers of hand sanitizers.
765,111,2023-02-01 20:00:00,33.0,8.0,-1.0,Legitimate,
766,228,2023-02-01 21:00:00,28.0,7.0,2.0,Misinformation,Rainwater is safer than treated tap water.
767,111,2023-02-01 22:00:00,31.0,5.0,4.0,Legitimate,More East African homes now use filtration.
768,34,2023-02-01 23:00:00,19.0,13.0,3.0,Misinformation,Natural spring water prevents COVID-19.
769,111,2023-02-02 00:00:00,31.0,11.0,4.0,Legitimate,Experts debate the safety of boiling water.
770,264,2023-02-02 01:00:00,32.0,6.0,2.0,Legitimate,Public toilets improve hygiene in Kampala.
771,236,2023-02-02 02:00:00,32.0,4.0,1.0,Legitimate,Studies show water quality impacts health.
772,83,2023-02-02 03:00:00,28.0,6.0,3.0,Legitimate,Local programs claim sanitation success.
773,42,2023-02-02 04:00:00,33.0,5.0,1.0,Legitimate,Clean water access has improved in rural Kenya.
774,101,2023-02-02 05:00:00,35.0,1.0,0.0,Legitimate,Mobile apps now report safe borehole locations.
775,6,2023-02-02 06:00:00,25.0,2.0,0.0,Legitimate,Public toilets improve hygiene in Kampala.
776,180,2023-02-02 07:00:00,29.0,6.0,2.0,Legitimate,New WHO guidelines promote water boiling.
777,282,2023-02-02 08:00:00,37.0,9.0,5.0,Legitimate,Water kiosks now serve clean water in Nairobi.
778,226,2023-02-02 09:00:00,33.0,5.0,0.0,Legitimate,Sanitation drives are working in rural areas.
779,229,2023-02-02 10:00:00,20.0,14.0,4.0,Misinformation,Tap water linked to reduced IQ.
780,289,2023-02-02 11:00:00,16.0,13.0,3.0,Misinformation,
781,150,2023-02-02 12:00:00,,4.0,1.0,Legitimate,Water kiosks now serve clean water in Nairobi.
782,277,2023-02-02 13:00:00,14.0,2.0,5.0,Legitimate,
783,198,2023-02-02 14:00:00,29.0,13.0,-1.0,Misinformation,Using soap daily can cause skin cancer.
784,70,2023-02-02 15:00:00,42.0,5.0,4.0,Legitimate,Mobile apps now report safe borehole locations.
785,112,2023-02-02 16:00:00,29.0,,1.0,Legitimate,More East African homes now use filtration.
786,4,2023-02-02 17:00:00,30.0,3.0,,Legitimate,Sanitation drives are working in rural areas.
787,95,2023-02-02 18:00:00,25.0,3.0,2.0,Legitimate,Proper handwashing reduces cholera outbreaks.
788,152,2023-02-02 19:00:00,32.0,4.0,3.0,Legitimate,Experts debate the safety of boiling water.
789,137,2023-02-02 20:00:00,35.0,5.0,2.0,Legitimate,Mobile apps now report safe borehole locations.
790,247,2023-02-02 21:00:00,32.0,4.0,5.0,Legitimate,Public toilets improve hygiene in Kampala.
791,243,2023-02-02 22:00:00,27.0,,-1.0,Legitimate,Solar disinfection of water proves effective.
792,31,2023-02-02 23:00:00,24.0,4.0,2.0,Legitimate,Solar disinfection of water proves effective.
793,40,2023-02-03 00:00:00,21.0,9.0,1.0,Legitimate,New WHO guidelines promote water boiling.
794,229,2023-02-03 01:00:00,28.0,1.0,8.0,Legitimate,Sanitation drives are working in rural areas.
795,36,2023-02-03 02:00:00,28.0,6.0,2.0,Legitimate,More East African homes now use filtration.
796,223,2023-02-03 03:00:00,24.0,12.0,0.0,Misinformation,Local programs claim sanitation success.
797,6,2023-02-03 04:00:00,23.0,4.0,3.0,Legitimate,Local programs claim sanitation success.
798,220,2023-02-03 05:00:00,28.0,5.0,3.0,Legitimate,New WHO guidelines promote water boiling.
799,75,2023-02-03 06:00:00,33.0,3.0,3.0,Legitimate,Mobile apps now report safe borehole locations.
800,4,2023-02-03 07:00:00,25.0,,4.0,Legitimate,Mobile apps now report safe borehole locations.
801,134,2023-02-03 08:00:00,31.0,2.0,4.0,Legitimate,NGOs distribute water purification tablets.
802,118,2023-02-03 09:00:00,40.0,9.0,2.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
803,94,2023-02-03 10:00:00,14.0,12.0,1.0,Misinformation,Face masks cause water contamination when washed.
804,62,2023-02-03 11:00:00,22.0,6.0,1.0,Legitimate,Experts debate the safety of boiling water.
805,194,2023-02-03 12:00:00,19.0,13.0,5.0,Misinformation,Government hides real dangers of hand sanitizers.
806,203,2023-02-03 13:00:00,28.0,7.0,1.0,Legitimate,UNICEF supports safe water projects in Ethiopia.
807,26,2023-02-03 14:00:00,16.0,11.0,0.0,Misinformation,Experts debate the safety of boiling water.
808,173,2023-02-03 15:00:00,14.0,13.0,3.0,Misinformation,
809,133,2023-02-03 16:00:00,27.0,10.0,,Misinformation,Government hides real dangers of hand sanitizers.
810,118,2023-02-03 17:00:00,31.0,-1.0,,Legitimate,New WHO guidelines promote water boiling.
811,275,2023-02-03 18:00:00,36.0,0.0,,Legitimate,East African communities adopt water filtration.
812,212,2023-02-03 19:00:00,23.0,11.0,2.0,Misinformation,Face masks cause water contamination when washed.
813,225,2023-02-03 20:00:00,8.0,12.0,4.0,Misinformation,
814,20,2023-02-03 21:00:00,23.0,12.0,0.0,Misinformation,
815,113,2023-02-03 22:00:00,35.0,3.0,1.0,Legitimate,Public toilets improve hygiene in Kampala.
816,140,2023-02-03 23:00:00,32.0,10.0,3.0,Misinformation,Experts debate the safety of boiling water.
817,47,2023-02-04 00:00:00,28.0,2.0,-1.0,Legitimate,Water kiosks now serve clean water in Nairobi.
818,1,2023-02-04 01:00:00,25.0,7.0,-1.0,Legitimate,Public toilets improve hygiene in Kampala.
819,90,2023-02-04 02:00:00,33.0,7.0,2.0,Legitimate,Local programs claim sanitation success.
820,142,2023-02-04 03:00:00,34.0,5.0,3.0,Legitimate,More East African homes now use filtration.
821,38,2023-02-04 04:00:00,20.0,14.0,4.0,Misinformation,Drinking bottled water causes kidney failure.
822,293,2023-02-04 05:00:00,35.0,3.0,,Legitimate,Rainwater harvesting gains popularity in Uganda.
823,139,2023-02-04 06:00:00,36.0,6.0,6.0,Legitimate,Studies show water quality impacts health.
824,259,2023-02-04 07:00:00,42.0,9.0,4.0,Legitimate,Sanitation drives are working in rural areas.
825,161,2023-02-04 08:00:00,23.0,0.0,,Legitimate,Clean water access has improved in rural Kenya.
826,178,2023-02-04 09:00:00,25.0,0.0,3.0,Legitimate,Safe sanitation is key to public health.
827,10,2023-02-04 10:00:00,30.0,3.0,4.0,Legitimate,Proper handwashing reduces cholera outbreaks.
828,261,2023-02-04 11:00:00,36.0,5.0,1.0,Legitimate,NGOs distribute water purification tablets.
829,138,2023-02-04 12:00:00,18.0,12.0,3.0,Misinformation,Soap brands contain microchips for surveillance.
830,172,2023-02-04 13:00:00,21.0,9.0,3.0,Misinformation,Tap water linked to reduced IQ.
831,13,2023-02-04 14:00:00,27.0,4.0,4.0,Legitimate,Water kiosks now serve clean water in Nairobi.
832,168,2023-02-04 15:00:00,34.0,5.0,2.0,Legitimate,Water kiosks now serve clean water in Nairobi.
833,130,2023-02-04 16:00:00,26.0,4.0,1.0,Legitimate,Mobile apps now report safe borehole locations.
834,84,2023-02-04 17:00:00,14.0,10.0,2.0,Misinformation,Local programs claim sanitation success.
835,101,2023-02-04 18:00:00,,8.0,2.0,Legitimate,NGOs distribute water purification tablets.
836,273,2023-02-04 19:00:00,26.0,5.0,4.0,Legitimate,New WHO guidelines promote water boiling.
837,265,2023-02-04 20:00:00,22.0,10.0,4.0,Legitimate,New WHO guidelines promote water boiling.
838,38,2023-02-04 21:00:00,20.0,14.0,2.0,Misinformation,Rainwater is safer than treated tap water.
839,94,2023-02-04 22:00:00,24.0,5.0,7.0,Legitimate,Proper handwashing reduces cholera outbreaks.
840,95,2023-02-04 23:00:00,26.0,3.0,1.0,Legitimate,Rainwater harvesting gains popularity in Uganda.
841,69,2023-02-05 00:00:00,29.0,12.0,4.0,Misinformation,Studies show water quality impacts health.
842,236,2023-02-05 01:00:00,31.0,1.0,,Legitimate,Public toilets improve hygiene in Kampala.
843,137,2023-02-05 02:00:00,,15.0,4.0,Misinformation,Boiled water increases blood acidity.
844,76,2023-02-05 03:00:00,31.0,,4.0,Legitimate,Local programs claim sanitation success.
845,35,2023-02-05 04:00:00,20.0,12.0,1.0,Misinformation,
846,1,2023-02-05 05:00:00,31.0,4.0,5.0,Legitimate,Sanitation drives are working in rural areas.
847,296,2023-02-05 06:00:00,8.0,10.0,0.0,Misinformation,Western NGOs poison wells to reduce population.
848,60,2023-02-05 07:00:00,25.0,13.0,0.0,Legitimate,Local programs claim sanitation success.
849,267,2023-02-05 08:00:00,19.0,6.0,4.0,Misinformation,Drinking bottled water causes kidney failure.
